nctId,status,studyType,primaryPurpose
NCT06024343,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06045104,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00186888,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06031285,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05108025,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06455254,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03700450,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06213233,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06143878,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05484154,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06155630,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02455687,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05463471,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04832555,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05400070,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06259396,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04436523,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04724928,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03674411,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05125471,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03255577,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05434299,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03213704,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03978689,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03231085,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06235424,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04982354,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04621188,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04252573,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05124002,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03085173,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05785390,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05586139,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06053684,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04884139,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05010434,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06182683,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00381641,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04977453,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04972851,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06278324,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05728606,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05422716,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06409169,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06426056,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04284267,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04021537,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06262191,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03722420,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05200312,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04193462,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06100601,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05936008,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03059173,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05798871,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04687683,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05467670,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04618133,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05486832,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03674593,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06473428,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03577431,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04567771,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03899077,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06018064,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03581487,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05830344,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05243693,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05750823,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05596799,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04477850,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05935215,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02213913,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06443827,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03806452,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02645487,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05143528,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06246734,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02858921,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05590793,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05421390,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05326438,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05148715,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06267066,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05589064,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06249048,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05821361,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05037045,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02977468,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04994938,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05174637,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04767841,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06267950,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04028843,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04576429,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06116227,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05389644,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02870738,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04700098,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03514069,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05457595,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03885310,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04885569,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04177953,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04743219,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04410146,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05631561,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06382467,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05399888,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05693298,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06107673,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03942601,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03322267,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04266418,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06427590,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05782543,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04808037,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06292312,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01420237,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03901235,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05396222,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00248287,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06023940,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06260644,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04463771,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04928677,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04080895,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05834491,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03638167,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06021600,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06312735,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06346301,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05351242,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04857775,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06005142,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04332367,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06450795,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04320888,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03844815,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06281249,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05917119,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04541680,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04922658,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05622279,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05491941,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04583215,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05717725,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05430906,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06174922,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04833179,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05268250,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05932862,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01508390,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00878254,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06403969,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06297720,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06282575,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04562805,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06093854,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05128734,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06465394,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03617263,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05796908,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06411041,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03607175,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06375317,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06171789,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01822652,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06124976,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06409455,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04176081,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05243082,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06476431,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04183088,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01776840,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03449108,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06218147,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04298203,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06279598,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05695950,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03293056,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04075916,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03113500,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05334368,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03547232,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05790395,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03417388,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06165120,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04739527,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05947500,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06171906,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03306121,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05582226,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05591118,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04450953,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06230081,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05568069,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04344717,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01658930,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06336798,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04991948,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04425265,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06202469,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03883100,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05560165,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05862727,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06127381,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06157359,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04064060,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04770610,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06293014,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06242236,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02422641,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03562741,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05562674,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03219450,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06122714,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04658771,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05381194,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05268783,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05491005,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06341309,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06186011,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04865042,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06375031,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04776590,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06076291,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05297903,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01758796,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06122974,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06012045,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02993029,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05139173,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05561036,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06481397,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04289402,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04737460,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04793581,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05468554,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03460158,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05560373,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04640623,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05514990,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04945928,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05720130,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06291727,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05861102,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04256408,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05757505,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05140941,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03993912,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05337137,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03286010,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05339971,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02547987,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05715697,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04703738,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04568993,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06299189,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05822544,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05689385,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03162653,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04082364,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06299410,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06451757,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03997435,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06173518,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06024746,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05492123,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04031677,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05901233,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04159896,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03894215,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06164119,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06290609,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00877500,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02345265,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02177227,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05624970,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03867084,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02965690,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06424743,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05043870,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06252987,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05701969,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04499339,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04872582,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05626309,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02639702,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02176434,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06433869,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06363825,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06215144,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03173937,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05146739,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05237453,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04596189,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05088915,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06064136,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01566175,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06306638,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05564715,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03915613,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06477263,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05729503,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04170062,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06265025,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05749887,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04713371,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03561896,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06321419,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05582876,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05099666,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06094933,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06246682,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05261399,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00499330,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04514653,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03971045,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06346925,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06042751,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05163899,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05660915,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04512534,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05663151,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06344481,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06375135,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05612776,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05453721,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05733286,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05296785,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05441956,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05222386,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05466383,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05511194,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04577690,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05643742,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06136819,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03226808,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05571592,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05398263,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06014944,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05967052,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06264570,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05412277,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06282523,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05549804,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02447874,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02970448,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04454905,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06295055,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05861895,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04682223,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05860309,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05819333,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04984980,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03843788,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06463132,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02703662,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04788667,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06264466,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05610813,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05417139,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02698254,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05661201,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05695911,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06320262,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05545072,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05792202,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06404411,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04282187,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05783076,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06447415,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03439891,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03054831,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04998422,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04197596,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06136910,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04225156,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03206047,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05490485,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04181060,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05089916,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06185244,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03920137,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05593601,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05215925,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05279001,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06242678,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03480191,RECRUITING,INTERVENTIONAL,TREATMENT
