,nctId,status,startDate,completionDate,description,condition,studyType,phases,enrollment,allocation,interventionModel,primaryPurpose,interventions,primaryOutcomes,eligibilityCriteria,location
666,NCT06478758,COMPLETED,2024-02-01,2024-04-30,,,INTERVENTIONAL,['PHASE4'],71.0,RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'DRUG', 'name': 'Ibuprofen 400 mg', 'description': ""The ibuprofen group (n=36) was administered 800 mg of ibuprofen . All procedures were performed with the same team. During surgery, a 20% increase in the participant's heart rate and mean arterial pressure remifentanil infusion was administered. During the postoperative period, all participants continued to receive acetaminophen at 8-hour intervals, and tramadol was given to those with a visual analog score above 4. In the recovery room, the participants with a visual analog score of \\> 4 were administered 100 mg of tramadol. All participants were prescribed acetaminophen every 8 hours postoperatively in whilst on the ward. Participants with a visual analog score of \\> 4 received rescue analgesia with 100 mg of tramadol. Visual analog score and vital parameters were recorded at 1, 2, 6, 12 and 24 h postoperatively. The incidence of nausea and vomiting during the 24 h postoperative period was also recorded."", 'armGroupLabels': ['Ibuprofen group']}, {'type': 'DRUG', 'name': 'Acetaminophen 100 MG/ML', 'description': ""The investigators administered 1000 mg of acetaminophen to the participants in Group A. A 20% increase in the participant's heart rate and mean arterial pressure was evaluated as pain and remifentanil infusion was administered. All participants continued to receive the routine application of acetaminophen at 8-hour intervals, and tramadol was given to those with a visual analog score above 4, postoperatively.In the recovery room, participants with a visual analog score of \\> 4 were administered 100 mg of tramadol. All participants were prescribed acetaminophen every 8 hours postoperatively in whilst on the ward. Participants with a visual analog score of \\> 4 received rescue analgesia with 100 mg of tramadol. Visual analog score and vital parameters were recorded at 1, 2, 6, 12 and 24 h postoperatively. The incidence of nausea and vomiting during the 24 h postoperative period was also recorded."", 'armGroupLabels': ['Acetaminophen group']}]","[{'measure': 'VAS scores in the postoperative period', 'description': 'Primary outcome was to reduce the VAS scores in the postoperative period. For this purpose the investigators recorded VAS scores at the 1, 2, 6, 12 and 24 h postoperatively.', 'timeFrame': '24 hour'}]","Inclusion Criteria:

* ASA grade I-II patients
* Aged 18-65 years

Exclusion Criteria:

* History of allergies or hypersensitivity to the aforementioned agents
* Renal, hepatic or gastrointestinal disease
* Significant cognitive impairment
* Recent use of long-term nonsteroid anti-inflammatory and opioids
* Oral anticoagulant use or known bleeding disorders
* Diabetes or any other neuropathic diseases
* Pregnancy or breastfeeding",
667,NCT06478771,COMPLETED,2021-12-14,2024-06-12,,,INTERVENTIONAL,['NA'],128.0,RANDOMIZED,PARALLEL,SCREENING,"[{'type': 'DEVICE', 'name': 'Essix retainer', 'description': 'A clear plastic removable retainer.', 'armGroupLabels': ['Clinician choice-essix retainer', 'Patient choice-essix retainer']}, {'type': 'DEVICE', 'name': 'Lingual retainer', 'description': 'A fixed retainer placed on the lingual side of the teeth.', 'armGroupLabels': ['Clinician choice-lingual retainer', 'Patient choice-lingual retainer']}]","[{'measure': 'Stability', 'description': ""Stability will be assessed using Little's Irregularity Index at baseline and 24 months post-treatment. The index measures the alignment of anterior teeth, with scores ranging from 0 (perfect alignment) to 10 (severe misalignment). Lower scores indicate better outcomes."", 'timeFrame': '2 years'}]","Inclusion Criteria:

1. Patients older than age 12
2. Patients who have been treated with fixed orthodontic appliances
3. Patients with good standard of oral hygiene

Exclusion Criteria:

1. Patients with initial diastema or other significant spacing
2. Patients with dentofacial syndromes/cleft lip and palate
3. Patients who had orthodontic treatment before
4. Patients with hypodontia (more than one tooth missing, except third molars)
5. Patients who have undergone orthognathic surgery",
668,NCT06478784,RECRUITING,2024-01-01,2025-01-30,,,INTERVENTIONAL,['NA'],50.0,RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'OTHER', 'name': 'Resistance training', 'description': 'The experimental group (ACTIVE GROUP) will perform a circuit-based muscular strength program at high intensity three days per week for 10 weeks.\n\nEach session will last approximately 45 minutes.\n\nThe Resistance training program will be supervised by staff from the Department of Health Sciences and Sports of the Miguel de Cervantes European University of Valladolid and will be carried out at the facilities of the Miguel de Cervantes European University of Valladolid.', 'armGroupLabels': ['ACTIVE GROUP: Resistance training']}, {'type': 'OTHER', 'name': 'Low aerobic training', 'description': 'Patients assigned to this group will perform exercise in static bicycle during 45 minutes three days a week, with a duration of 10 weeks.\n\nThis second group, despite performing the aerobic exercise, is considered control, since they will perform low-intensity aerobic exercise (50% of the maximum power developed in cycloergometer)\n\nThe Resistance training program will be supervised by staff from the Department of Health Sciences and Sports of the Miguel de Cervantes European University of Valladolid and will be carried out at the facilities of the Miguel de Cervantes European University of Valladolid.', 'armGroupLabels': ['CONTROL GROUP: Low intensity aerobic training']}]","[{'measure': 'Comparison of plasma light chain neurofilaments (Nfl) level', 'description': 'To evaluate the change of plasma neurofilament concentrations (pg/mL) between the two groups of multiple sclerosis patients, the control group that will perform moderate aerobic exercise vs. the group subjected to the resistance training intervention.', 'timeFrame': '10 Weeks'}]","Inclusion Criteria:

1. - Diagnosis of multiple sclerosis according to the 2017 Mc Donald criteria (Thompson A et al).
2. - Age \> 18 years - up to no age limit
3. - Disability assessed by the EDSS (Expanded disability status scale) with a score less than or equal to 4.
4. - Clinical stability. Not having had an outbreak of the disease in the last 6 months.
5. - No changes in the disease-modifying treatment in the last 6 months or no treatment.
6. - Radiological stability. Patients with last MRI (magnetic resonance imaging) performed without inflammatory activity (absence of new lesions on T2 sequences or lesions that enhance with gadolinium).
7. - They must sign the informed consent

Exclusion Criteria:

1. - Patients with a high level of physical activity according to the International Physical Activity Questionnaire(IPAQ) or latest WHO (World Health Organization) recommendations on physical activity
2. - Pregnant or breastfeeding patients.
3. - Concomitant pathologies that limit the performance of physical exercise",
669,NCT06478797,NOT_YET_RECRUITING,2024-07,2025-12,,,INTERVENTIONAL,['PHASE2'],40.0,RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'OTHER', 'name': 'Fluid', 'description': 'Sepsis will be treated with standardized therapy protocol, where participants receive fluids (balanced or non-balanced crystalloids, or colloids) to be resuscitated. Specifically, they will receive 40-60 ml/kg of fluids before the initiation of inotropes.', 'armGroupLabels': ['Control group']}, {'type': 'DRUG', 'name': 'Adrenalin', 'description': 'Sepsis will be treated with early inotropes, where participants will receive adrenaline at a dose of 0.05 - 0.1 mcg/kg/min via peripheral intravenous, intraosseous, or central venous routes after the first fluid bolus of 20 ml/kg', 'armGroupLabels': ['Intervention group']}]","[{'measure': 'Survival free of organ support at 28 days', 'description': 'Organ support will be defined as invasive ventilation support, cardiovascular organ support (inotropic or ECMO support), and renal replacement therapy', 'timeFrame': 'From time of randomization until 28 days, if death occurs, time is set to 0 days'}]","Inclusion Criteria:

* 28 days and \<18 years
* Treated for sepsis
* Received at least 20 ml/kg fluid bolus in the last 4 hours and clinician decides to continue treating signs of shock
* Parental/caregiver consent prior to or after enrolment

Exclusion Criteria:

* Preterm babies born \<34 weeks gestation that have a corrected age of \<28 days
* Received ≥ 40 mL/kg of fluid boluses during the 4 h pre-enrolment
* Inotrope infusion commenced pre-enrolment
* Lack of access (intraosseous, central venous or peripheral) to administer fluids and/or inotropes after 60min of enrolment
* Cardiomyopathy or chronic cardiac failure
* Chronic hypertension due to cardiovascular or renal disease, requiring regular antihypertensive treatment
* Known chronic renal failure (defined as requiring renal replacement therapy)
* Known chronic hepatic failure
* Palliative care patient/patient with limitation of treatment (not for inotropes, cardiopulmonary resuscitation, extracorporeal membrane oxygenation, intubation or ventilation)
* Cardiopulmonary arrest in the past 2 h requiring cardiopulmonary resuscitation of \>2min duration, or death is deemed to be imminent or inevitable during this admission.
* Major bleeding with haemorrhagic shock
* Sepsis is not likely to be the cause of shock
* Previous enrollment in ANDES-CHILD",
670,NCT06478810,NOT_YET_RECRUITING,2024-09-01,2025-12-04,,,INTERVENTIONAL,['NA'],20.0,NA,SINGLE_GROUP,OTHER,"[{'type': 'OTHER', 'name': 'Domomedicine and dedicated nursing care for a close and secure monitoring after an ambulatory hepatectomy', 'description': 'For patient who need a minor hepatectomy under laparoscopy for the standard of care, the follow-up will be an ambulatory follow-up. This ambulatory follow-up will be made possible thanks to the integration of Domomedicine and dedicated nursing care for a close and secure monitoring.', 'armGroupLabels': ['Ambulatory follow-up (Domomedicine and dedicated nursing care) after a minor Hepatectomy']}]","[{'measure': 'Rate of re-hospitalization due to a postoperative complication before Day 30 and the rate of conversion to conventional hospitalization (= early failure of outpatient management).', 'description': 'Rate of re-hospitalization due to a postoperative complication before Day 30 and the rate of conversion to conventional hospitalization.', 'timeFrame': 'Day 30'}]","Inclusion criteria : - Male or female, 18 to 69 years old

* Indication for a minor laparoscopic hepatectomy (benign or malignant liver tumor, requiring resection of 1 or 2 segments maximum)
* Membership in a social security system or beneficiary
* Having given free and informed consent) Exclusion criteria : - Patient living alone and without anyone at home during the first 7 days at home
* Patient unable to be escorted home by a responsible adult upon discharge
* Non-French speaking patient
* Uncompliant patient
* Patient not reachable by phone
* Home and convalescence site more than an hour's drive from the Paul Brousse Hospital Hepatobiliary Center
* Women who have started a pregnancy or are breastfeeding
* Previous hepatic surgery or supra-mesocolic surgery (exception: cholecystectomy)
* Previous history of supra-umbilical parietal surgery (hernia/ventricle)
* Contraindication to laparoscopic approach
* ASA score \> 2
* Cirrhosis (=F4 fibrosis suspected on Fibroscan or biopsy)
* Coagulation disorder (platelets \<100 G/L, INR \>1.4), ongoing anticoagulant or antiaggregant treatment that cannot be suspended
* Associated extrahepatic surgery (cholecystectomy allowed) or simultaneous radiofrequency destruction
* Body mass index \> 35kg/m2
* Patient under guardianship, curatorship or safeguard of justice
* Patient under AME (state medical aid)",
671,NCT06478823,NOT_YET_RECRUITING,2024-07,2030-05,,,INTERVENTIONAL,['NA'],400.0,NA,SINGLE_GROUP,OTHER,"[{'type': 'OTHER', 'name': 'Stools donation', 'description': 'Healthy volunteer donors included in the selection process to donate stool for the preparation of a TMF as part of research projects.\n\nDonors will be followed from their selection until 6 months after their last valid stool donation.', 'armGroupLabels': ['Healthy volunteers for stool donation']}]","[{'measure': 'Proportion of HVD included who made at least 1 valid stool donation in the 12 months following their inclusion', 'description': 'A valid stool donation is a donation that complies with all the clinical and biological recommendations of the ANSM\n\nDefine among the Healthy Volunteer Donors-TMFs (HVD ) included, the number of (HVD ) having made at least 1 valid stool donation.', 'timeFrame': '12 months'}]","Inclusion Criteria:

- Age ≥ 18 years and \< 50 years

* 17 kg/m² \< body mass index \< 30 kg/m²
* Regular bowel movement defined as at least 1 stool every other day and maximum 2 stools per day
* Subject with health insurance (AME excepted)
* Informed written consent

Exclusion Criteria:

Definitive non-inclusion criteria:

1. Infectious risk :

   - Known HIV, HBV, HCV, HTLV infection

   - Residence of more than 2 years in the intertropics zone within the previous 5 years

   - Hospitalization abroad for more than 24 hours in the last 12 months (including a member of the healthy volunteers donor's entourage)

   - Risk factors for Creutzfeldt-Jakob disease (history: treatment with extractive growth hormone, a family case of transmissible spongiform subacute encephalopathy, surgery with opening of the dura or neurosurgery or invasive brain exploration before 1 January 1995, stay in United Kingdom for a duration greater than 1 year cumulatively between 1980 and 1996 or the presence of neurological or neuropsychiatric scalable recent clinical signs)
   * Previous history of typhoid fever, tuberculosis and malaria
   * Past or current injection drug user or regular use of other drug
2. Gastrointestinal disease:

   - Personal or 1st degree family history of: inflammatory bowel disease or celiac disease

   - Personal history of irritable bowel syndrome, idiopathic chronic constipation or chronic diarrhea

   - Previous history of gastrointestinal neoplasia or polyps

   - Family history of 1st degree gastrointestinal neoplasia or polyps before age 60
3. 1st degree family history of one of the following autoimmune or inflammatory disease : inflammatory arthritis, psoriasis, multiple sclerosis, type I diabetes, spondylitis, lupus and Basedow disease

   - If family history unknown in the first degree, the donor is not eligible
4. Previous history of :

   * Subject prone to hemorrhoids (at least 1 event within the previous 1 year)
   * Subject with an active chronic illness (except active chronic mild allergic disease o (example: allergic rhinitis, chronic eczema...))

     * Diagnosis of Gilbert's syndrome done by screening is not a chronic disease. The healthy volunteer donor will therefore remain eligible.
   * Serious allergy requiring hospitalization within the previous 12 months
   * Curative long-term treatment
   * Severe allergy requiring hospitalization in the last 12 months
   * Allogeneic human or animal tissue or organ transplant
   * 5- Factors that may affect the composition of the intestinal microbiota:
   * Special Diet (example: gluten-free...)
   * Lactose-free, vegetarian and vegan diets are permitted.
   * Pregnancy or breastfeeding
   * Taking immunosuppressants (eg calcineurin inhibitors, corticosteroids, biological agents, etc.)
   * Antineoplastic chemotherapy

6- Subject under legal protection 7- Participation in any other interventional study except studies for stool donation Temporary non-inclusion criteria

1. Infectious risk :

   * Unprotected sexual intercourse with a new partner in the previous 4 months and/or sexual intercourse with several different persons within the previous 4 months
   * sexual partner who has had more than 1 partner within the previous 4 months and/or
   * sexual transmitted infection within the previous 4 months (healthy volunteer donor himself or sexual partner)
   * Sexual relationship in exchange for money or drugs in the last 12 months. (healthy volunteer donor himself or sexual partner)
   * Sexual relationship with a partner with positive serology for HIV, viral hepatitis B or C, in the last 6 months.
   * Sexual relationship with a partner who has used intravenous drugs, doping substances
   * Hospitalization abroad for more than 24 hours in the last 12 months (healthy volunteer or entourage)
   * Travelling within the previous 3 months except : Germany, Austria, Belgium, Spain, Finland, Ireland, Italia, Luxembourg, Netherland, Portugal, Greece, Slovenia, Cyprus, Malta, Slovakia, Estonia , Bulgaria, Croatia , Hungary, Latvia , Lithuania, Poland , Romania, Czech Republic, the United Kingdom, Denmark, Norway, Sweden, Switzerland, USA or Canada.
   * Blood transfusion, piercing (including earrings) or tattoo within the previous 4 months
   * Surgery (all types) or hospitalization within the previous 4 months
   * Person living under the same roof with an infectious or contagious disease (i.e who have been hospitalized) within the previous 4 months
   * Blood exposure accident (for wound, pricking or projection ...) within the previous 4 months
   * Dental care within the previous 7 days
   * Gastroenteritis within the previous 3 months (defined by acute onset of diarrhea (\> 3 soft or liquid stools per day) and duration \< one week)
   * Episode of infection or skin infection/lesion within the previous 15 days 2-Risk linked to Covid-19
   * Confirmed infection in the previous 28 days (after symptoms have ceased)
   * Clinical signs of suspected infection (chill, cough, fever, dyspnea, myalgia, asthenia, malaise, pharyngeal pain, anosmia , ageusia, rhinorrhea, chest pain, headache, diarrhea) in the previous 28 days (after the end of symptoms)
   * Having been in risky contact (according to the definition of Santé Publique France with a person whose infection is confirmed or suspected: ""14 days after the last risky contact: if the recommended screening tests in the event of risky contact between D15-D28 are negative ""In the 28 days preceding inclusion in the absence of a screening test. Healthcare professionals using recommended protective measures with COVID patients are not considered high-risk contacts 3- Monkeypox risk
   * Confirmed or suspected infection within the previous 42 days ( after beginning of symptoms)
   * Risky contact with a person with confirmed or suspected infection within the previous 21 days (from the date of last contact)
   * Person who received the vaccine Imvanex within the previous 28 days ( after the last injection).

     4- vaccination in the previous 15 days

     5- Factors that may affect the composition of the intestinal microbiota:
   * Taking antibiotic or antifungal (oral) in the previous 3 months before donation
   * Taking non-steroidal anti-inflammatory drugs (oral) in the previous month before donation
   * Taking corticosteroids (oral) in the previous 4 weeks before donation. Corticosteroids allowed if taken more than 4 weeks before donation. and not for an autoimmune or inflammatory disease.

Temporary or permanent exclusion criteria:

- At each visit of the donation period, the temporary or definitive exclusion criteria (identical to the temporary or definitive non-inclusion criteria) will be rechecked",
672,NCT06478836,COMPLETED,2023-07-23,2024-05-02,,,OBSERVATIONAL,,100.0,,,,"[{'type': 'OTHER', 'name': 'planter pressure', 'description': 'no intervention'}]","[{'measure': 'Foot pressure will be recorded by a pedograph', 'description': 'Foot pressure will be recorded by a pedograph', 'timeFrame': '3 months'}, {'measure': 'BMI will be calculated by weight/height^2 (CDC chart).', 'description': 'BMI will be calculated by weight/height\\^2 (CDC chart).', 'timeFrame': '3 months'}, {'measure': 'Balance will be assessed by Biodex', 'description': 'Balance will be assessed by Biodex', 'timeFrame': '3 months'}]","Inclusion Criteria:

* Normal children from both sex
* Age from 8 to 12 years

Exclusion Criteria:

* recent fractures or procedures
* open wounds on the lower limbs,
* any fixed deformities in the lower limbs",
673,NCT06478849,NOT_YET_RECRUITING,2024-06-17,2025-07-29,,,OBSERVATIONAL,,100.0,,,,"[{'type': 'OTHER', 'name': 'QUESTIONNAIRES', 'description': 'QUESTINNAIRES / WEBINARS', 'otherNames': ['WEBINARS']}]","[{'measure': ""Assess patients' level of understanding of communication tools."", 'description': 'The level of comprehension will be assessed on the acquisition of the main messages and will be expressed as a percentage of correct answers.', 'timeFrame': 'WEEK 6 POST INCLUSION'}]","Inclusion Criteria:

1. Adult patients over 18 years of age
2. Patients requiring a PICC line
3. Patients with a means of communication with an Internet connection (computer or cell phone) or an alternative solution (landline telephone)
4. Patients with a predicted life expectancy of more than 6 weeks

Exclusion Criteria:

1. Patient opposed to participating in the study
2. Patient does not understand French
3. Patient not affiliated to a French social security scheme
4. Patient under guardianship or curatorship
5. Patient under court protection",
674,NCT06478862,RECRUITING,2024-06-13,2027-01,,,INTERVENTIONAL,['PHASE2'],20.0,NON_RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'DRUG', 'name': 'Promitil', 'description': 'The 10 patients recruited in each of the cohorts will receive intravenously (IV) administered 2.0 mg/kg Promitil on Day 1 of each 28-day cycle, for up to 6 cycles. Subjects who complete the 6-cycle Treatment Phase have the option to continue to receive Promitil until disease progression, death, unacceptable toxicity or withdrawal of consent.', 'armGroupLabels': ['Ovarian cancer', 'Pancreatic cancer'], 'otherNames': ['Pegylated Liposomal Mitomycin-C Lipid-based Prodrug']}]","[{'measure': 'Progression-free survival (PFS) rate at Month 6', 'description': 'defined as the proportion of patients who are alive and without radiological or clinical progression, based on RECIST 1.1', 'timeFrame': '24 weeks'}]","Inclusion Criteria:

1. 18 years of age or older on day of consent
2. Patient with either one of the following histologically or cytologically confirmed, deemed incurable malignancies:

   1. Recurrent ovarian cancer
   2. Inoperable, locally advanced or metastatic pancreatic ductal adenocarcinoma (PDAC)
3. Patient with PDAC measurable by RECIST 1.1. Previously irradiated lesions may be considered measurable if there has been demonstrated progression in these lesions. Ovarian cancer patients can have either measurable or non-measurable lesions (i.e., ovarian cancer patients with mostly ascites or pleural effusion are eligible)
4. Tumor with a known pathogenic or likely pathogenic germline or somatic mutation in BRCA1, BRCA2 or HRD-related genes as determined by a Clinical Laboratory Improvement Amendments (CLIA)-certified or equivalently accredited laboratory. Note: Patients with positive HRD score can be eligible regardless of any evidence for germline or somatic mutations
5. Patient received at least 1 line of chemotherapy for advanced pancreatic adenocarcinoma or ovarian cancer. Prior neoadjuvant and adjuvant chemotherapy are allowed, and platinum re-challenge is allowed for ovarian cancer patients for whom it is felt to be in their best interests, as determined by the Investigator. Prior PARP inhibitor, hormonal, biological, or immunological therapy are allowed. Palliative radiation therapy is allowed, provided it was/will be completed ≥2 weeks prior starting trial therapy
6. Capable of providing written informed consent, which includes compliance with the requirements and restrictions listed in the consent form
7. ECOG performance status of 0 or 1
8. Adequate organ function as defined by:

   1. Absolute neutrophil count (ANC) ≥ 1500/µL
   2. Platelet count ≥ 100,000/µL
   3. Hemoglobin ≥ 9 g/dL
   4. Total bilirubin ≤ 1.5 x upper limit of normal (ULN)
   5. AST and ALT ≤ 3 x ULN OR ≤ 5 x ULN in the presence of liver metastases
   6. Albumin ≥ 3g/dL
   7. INR\<1.5 unless on anticoagulants
9. Creatinine ≤ 1.5 x ULN or creatinine clearance ≥ 45 mL/minute (as calculated by the Cockcroft-Gault formula)
10. Estimated life expectancy of at least 3 months
11. Patients (men and women) of reproductive potential willing and able to use an acceptable method of birth control as approved by the PI
12. With the exception of alopecia and neuropathy, resolution of all acute toxic effects of any prior chemotherapy, surgery or radiotherapy to NCI CTCAE (Version 5.0) Grade ≤ 1 or to the baseline laboratory values as defined in Inclusion Criteria Number 8 and 9.

Exclusion Criteria:

1. Uncontrolled intercurrent illness including, but not limited to, severe or ongoing active infection, symptomatic congestive heart failure, unstable angina pectoris, serious cardiac arrhythmias, or psychiatric illness/social situations that would limit compliance with study requirements
2. Any other severe concurrent disease which, in the judgment of the investigator, would make the subject unsuited for treatment
3. History of chronic active hepatitis, including carriage of hepatitis B virus (HBV) or hepatitis C virus (HCV), unless patient is adequately treated and shown to be serum virus-free
4. Evidence of active bleeding
5. Untreated brain metastases Note: Patients with brain metastases treated by surgery or radiation who are stable and symptom-free (≤ 4 mg dexamethasone/day) are eligible to participate in the study
6. Patient is pregnant or lactating
7. Prior intravenous treatment with MMC, either alone or in combination
8. Other anti-cancer treatment within 2 weeks before start of study drug
9. Other myelosuppressive treatment within 4 weeks before start of study drug
10. Treatment with other investigational drugs within 5 drug half-lives of day 1 of study drug",
675,NCT06478875,NOT_YET_RECRUITING,2024-06,2027-06,,,INTERVENTIONAL,['PHASE2'],20.0,NA,SINGLE_GROUP,DIAGNOSTIC,"[{'type': 'COMBINATION_PRODUCT', 'name': '[68Ga]Ga-PentixaFor PET imaging', 'description': 'PET imaging of adrenal glands', 'armGroupLabels': ['[68Ga]Ga-PentixaFor; single injection']}]","[{'measure': 'relevant biomarkers strongly associated with primary lateralized hyperaldosteronism', 'description': '* Highest max. standardized uptake value (SUVmax) between both adrenal glands on \\[68Ga\\]Ga-PTF-PET imaging;\n* Ratio between SUVmax of both adrenal glands on \\[68Ga\\]Ga-PTF-PET imaging calculated as highest SUVmax / lowest SUVmax of each adrenal gland;\n* Difference between SUVmax of both adrenal glands on \\[68Ga\\]Ga-PTF-PET imaging calculated as the difference highest SUVmax - lowest SUVmax of each adrenal gland;\n* Ratio between the highest SUVmax among both adrenal glands and mean SUV of the liver on \\[68Ga\\]Ga-PTF-PET imaging', 'timeFrame': '30 days after inclusion'}]","Inclusion Criteria:

* Age ≥ 18 years old
* Signed written informed consent
* French Social Security affiliation
* For child-bearing aged women, effective form of contraception\*
* Diagnosis of primary aldosteronism:
* With or without adrenal nodule on morphological imaging (CT or Magnetic Resonance Imaging)
* With unilateral or bilateral aldosterone secretion confirmed by invasive AVS

  * Such methods include: combined hormonal contraception, progestogen-only hormonal contraception, intrauterine device (IUD) or hormone-releasing system (IUS), bilateral tubal occlusion, vasectomised partner, condom, sexual abstinence.

Exclusion Criteria:

* Pregnant or breastfeeding women
* Patient under legal protection (guardianship)
* Contraindication to the PET-CT
* Contraindication to the injection of \[68Ga\]Ga-PentixaFor
* Participation in another interventional study involving human participants or being in the exclusion period at the end of a previous study involving human participants, if applicable
* Patient on AME (state medical aid) (unless exemption from affiliation)
* Completed group: if the expected number of patients has been reached (15 patients) in the corresponding group of patients (with lateralized or non-lateralized PA).",
676,NCT06478888,NOT_YET_RECRUITING,2024-09,2027-01,,,OBSERVATIONAL,,270.0,,,,,"[{'measure': 'The primary endpoint is the MMSE score in subjects with unaidided hearing impairment, comparing precarious', 'description': 'to determine the effect of precariousness on cognitive impairment, as defined by MMSE score, in subjects with unaid hearing impairment.', 'timeFrame': 'through study completion an average of 1 year'}]","Inclusion Criteria:

* Patient aged over 18
* Patient seen in our Memory unit for a cognitive complaint
* Patient with proven cognitive impairment (with or without hearing impairment) (MMSE ≤ 24)
* Patient not fitted with a hearing aid
* Patient who understands, reads and writes French well

Exclusion Criteria:

* Patient refusing to take part in the study
* No social security or AME entitlement
* No cognitive disorders (MMSE\>25)
* Patient under legal protection (guardianship, curatorship or safeguard of justice)",
677,NCT06478901,COMPLETED,2023-01-14,2024-02-20,,,OBSERVATIONAL,,129.0,,,,"[{'type': 'DEVICE', 'name': 'Echocardiography', 'description': 'Echocardiography assited by Artificial intelligence'}]","[{'measure': 'evaluate the relevance and accuracy of echocardiography assisted by Artificial intelligence in elderly patients', 'description': 'The correlation between LVEF measurements from standard echocardiography and AutoEF-AI echocardiography was assessed using the intraclass correlation coefficient (ICC) and Bland-Altman analysis. Weighted Kappa coefficient was calculated to determine agreement between measurements in classifying patients into different categories based on LVEF', 'timeFrame': 'From enrollment to the end 48 hours'}]","Inclusion Criteria:

* At least 75 years and a clinical presentation of acute heart failure consistent with the criteria of the European Society of Cardiology guidelines

Exclusion Criteria:

* unstable patient",
678,NCT06478914,COMPLETED,2022-02-01,2023-01-01,,,INTERVENTIONAL,['NA'],60.0,RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'DEVICE', 'name': 'Neuromuscular electrical stimulation (NMES)', 'description': ""NMES unit manufactured by Enraf-Holland was be used to administer the neuromuscular electrical stimulation (NMES) The study involved adjusting the patient's hips, knees, and ankles to achieve a comfortable position. Two electrodes of NMES were used in the first study group and a placebo in the control group. The electrodes were placed on the popliteal fossa and fibular head, and each session was conducted for 15 minutes daily for 2 months."", 'armGroupLabels': ['NEMS group (group A)']}, {'type': 'DEVICE', 'name': 'low-intensity laser therapy (LILT)', 'description': 'The laser unit is a small, hand-held, class III laser product manufactured by Laserex Technology Pty Ltd Australia. It offers continuous and pulsed laser therapy, with continuous therapy being the most effective. The device has a maximum average power of 5 milliwatts, a wavelength of 820 nm, and a power density of 0.39 W/cm2.\n\nPatients were treated as outpatients, receiving full explanations about the purpose, therapeutic, and physiological benefits of low-intensity laser therapy (LILT). They were relaxed in supine position, with hips and knees adjusted. The patient was irradiated in a continuous mode and direct contact method, 3 times per week for 2 months, at 1-cm intervals and across the surface in grids. The laser applicator was applied to the surface, maintaining contact for maximum penetration.', 'armGroupLabels': ['LIL group (group B)']}]","[{'measure': 'motor conduction velocity (MCV)', 'description': 'The study involved a common peroneal nerve MCV measurement in an air-conditioned room. The subject was placed in a supine position for 5 minutes to rest and relax. The recording electrodes were placed over the EDB muscle, with the active electrode placed over the main bulk of the muscle. The stimulating electrodes were placed 8 cm proximal to the active electrode for distal latency and distally in the lateral part of the popliteal fossa for proximal latency. The subject was then asked to lie supine for 5 minutes for leg massage, rest, and relaxation. The EMG12 program disk was loaded, and electrodes were connected to the active channels and common electrode. The program was moved to the ready condition after pressing keys on the keyboard. The sensitivity was 1 mv/diameter, the sweep speed was 3 ms, and the stimulus intensity ranged from 0.1 to 99 mA. Segmental distances between stimulation points were measured using a tape measure.', 'timeFrame': 'at base line and following 8 weeks'}]","Inclusion Criteria:

* Patients were chosen after a routine medical examination by specialist.
* All patients were approximately of the same age (from 20 to 35 years old).
* All patients were conscious.
* All of them were non-smokers and they will be under own prescribed medications described by their physicians.
* They received another physical therapy electromodality except NMES and LIL as well as the traditional physical therapy in the form of 5 minutes of deep stroking (Effleurage) maneuver for the affected lower limb before the beginning of the MCV recording to eliminate the temperature-related variability

Exclusion Criteria:

* Patients with life threatening disorders as renal failure, myocardial infarction or other similar diseases will be excluded from the study.
* Patients who suffer from skin diseases, diabetes, varicose veins, and peripheral vascular diseases will be excluded from the study.
* Pregnant patients or who presented with active malignancy will be excluded from the study.
* Patients who suffer from hyperthyroidism, haemorrhage, acute viral diseases, acute tuberculosis, mental disorders or those with pace makers will be excluded from the study",
