nctId,description,durationMonths
NCT06478953,"Pneumonia is the most common cause of sepsis requiring admission to the intensive care unit (ICU). Molecular pathogen detection techniques such as polymerase chain reaction (PCR) may help optimize antimicrobial therapy. Its utility for diagnosing respiratory viral infections such as influenza is well established, and was an essential diagnostic tool during the coronavirus 2019 (COVID-19) pandemic. However, its use remains limited for bacterial pathogens. The rationale to use PCR based bacterial detection to facilitate antibiotic stewardship is threefold. First, it may shorten the time to pathogen detection. Second, it has improved sensitivity over conventional culture techniques, particularly for pathogens that are difficult to culture. Third, it can detect resistant genes to inform antimicrobial sensitivity. Taken together, utilization of bacterial PCR may shorten time to appropriate antimicrobial therapy and minimize injudicious use of broad-spectrum antimicrobials in patients who do not have infection from MDRO.

The BioFireÂ® FilmArrayÂ® Pneumonia Panel (FA Pneumonia Panel) is a PCR based in vitro assay which rapidly identifies 8 viral and 18 bacterial common pathogens in tracheal aspirate and bronchoalveolar lavage (BAL) samples. Clinical studies showed that FA Pneumonia Panel on BAL specimens have sensitivity of 75 to 100% and specificity of \>91% for the pathogens tested. Retrospective analysis suggests utilizing FA Pneumonia Panel may facilitate discontinuation or de-escalation of antimicrobials in 48% of patients with an average reduction of 6 antibiotic days. However, currently there are no randomized controlled trials that assessed the efficacy of FA Pneumonia Panel on improving antimicrobial stewardship.

Addition of FA Pneumonia Panel to standard care should shorten time to pathogen and resistance detection, enhance sensitivity over conventional microbiological cultures and shorten time to appropriate antimicrobial therapy by reducing over-narrow and over-broad coverage. Robust clinical trials are now needed to test these hypotheses. We propose to conduct a pilot, randomized, controlled open-label trial designed to determine the feasibility, safety, and potential impact of rapid respiratory pathogen detection by FA Pneumonia Panel on antibiotic therapy in 40 mechanically ventilated critically ill patients with suspected pneumonia.

The goal is to determine the feasibility, safety, and potential impact of rapid respiratory pathogen detection by BioFire FilmArray Pneumonia Panel on antimicrobial therapy in 40 mechanically ventilated critically ill patients with suspected pneumonia.",18.433333333333334
NCT06476808,"The purpose of this study is to evaluate the safety, tolerability, and efficacy of escalating doses of BMS-986463 in participants with select advanced malignant tumors.",53.4
NCT06472518,"Patients with acute iliofemoral thrombosis will be included in the study after consent. They will be randomized to pharmaco-mechanical thrombolysis combined with anticoagulant therapy with direct oral anticoagulant versus direct anticoagulant therapy alone. They will be monitored, and patients in the anticoagulation-only group may undergo stenting angioplasty in the chronic phase if they present a moderate post-thrombotic syndrome or venous claudication. At the end of 30 months, a medico-economic analysis will be carried out.",30.366666666666667
NCT06473974,"Hyperpigmentation of the skin is a common dermatological condition in which the colour of the skin generally becomes darker. These changes in skin coloration can be a result of various internal and external factors including hormonal changes, inflammation, injury, acne, eczema, certain medication, ultraviolet (UV) exposure, etc. Skin pigmentation and colouration are governed by the biological processes involving the production of the skin pigment called melanin produced by melanocytes in various layers of skin.

Various commonly observed hyperpigmentation disorders include melasma, post inflammatory hyperpigmentation, ephelides, lentigines and Hyperpigmentation of the skin is a common dermatological condition in which the colour of the skin generally becomes darker. These changes in skin coloration can be a result of various internal and external factors including hormonal changes, inflammation, injury, acne, eczema, certain medication, ultraviolet (UV) exposure, etc. Skin pigmentation and colouration are governed by the biological processes involving the production of the skin pigment called melanin produced by melanocytes in various layers of skin.

Various commonly observed hyperpigmentation disorders include melasma, post inflammatory hyperpigmentation, ephelides, lentigines and many more. The histopathology of hyperpigmentation can vary with the various pigmentation disorders. Increased melanin content in both the epidermis and dermis and mild perivascular lymph histiocytic infiltrate. Immunohistochemistry analysis suggests enlarged melanocytes with prominent dendrites, a larger number of dermal melanophages and their melanin deposition. The potential targets for the depigmenting and hyperpigmentation control agents include various cell receptor antagonists, inhibitors of melanocyte stimulation, tyrosinase enzyme inhibitors, inhibitors of melanosome transfer, and degraders of formed melanin in keratinocytes.

Non-ablative skin resurfacing procedures are also effective for improving the appearance of photodamaged and hyperpigmented skin and are becoming increasingly popular because of their minimal downtime and increased safety. These procedures include intense pulsed light systems, non-ablative lasers, and chemical peelings, which can target facial rhytids, irregular pigmentation, melanin elimination, and dermal reorganization. Unfortunately, such techniques can be expensive and their use is primarily limited to clinical settings. However, the Bright Aura Hyperpigmentation Treatment is a light source that is well-suited for all the skin types that can be utilized at home for a relatively low price.

This is an open-label, single arm, proof of concept study to evaluate efficacy, tolerability and safety of test cosmetic product (Bright Aura Hyperpigmentation Treatment) for topical use in 24 subjects with mild-to-moderate facial hyperpigmentation (including but not limited to melasma, PIH, solar lentigines, or dark spots, etc.) and Fitzpatrick skin type I-VI. The study duration will be 13 weeks (1 week of screening and 12 weeks of treatment period) as mentioned below:

Screening period: Visit 1 \[Day -7 to -1 (Week -1 to 0)\] Baseline \& enrolment: Visit 2 \[Day 0 (Week 0)\]

Treatment period:

Visit 3 \[Day 15 +2 (week 2)\] Visit 4 \[Day 29 Â±3 (Week 4)\] Visit 5 \[Day 57 Â±3 (Week 8)\] End of treatment (EOT)/Early discontinuation: Visit 6 \[Day 85 Â±3 (Week 12)\] This study will evaluate the efficacy, tolerability (safety in use), and safety of Bright Aura Hyperpigmentation Treatment in subjects with mild-to-moderate facial hyperpigmentation.",9.1
NCT06473831,"The objective of the MagDI Australia Study is to evaluate the feasibility / performance, safety, and initial efficacy of the MagDI System in eligible participants who are indicated for a duodeno-ileal (small bowel) side-to-side anastomosis procedure for partial intestinal diversion (e.g., one example of a small bowel clinical procedure requiring a side-to-side anastomosis).

The partial diversion of intestinal contents from the duodenum to the ileum via side-to-side duodeno-ileostomy is intended to facilitate weight management / loss in obese adults and improve metabolic outcomes in obese adults with type 2 diabetes mellitus (T2DM). Side-to-side anastomoses are currently created by sutures, staples, and anastomotic compression devices. The most common side-to-side anastomosis technique used today is stapling, requiring cutting of the intestines and staples remain behind in the body. Linear staplers are available in different sizes (e.g., 30mm, 45mm, 50mm, 60mm). A predicate for this side-to-side duodeno-ileostomy diversion procedure is the single-anastomosis duodeno-ileostomy (SADI) procedure.",16.033333333333335
NCT06481072,"The research project involves evaluating the efficacy of a collaborative care pathway with a two-level stepped-care model for pediatric FAPD where specialist level community-based pediatric clinics (CPC, Swedish Barn- och ungdomsmedicinsk mottagning) provide consultation and intervention to primary care health centers (HC). As children with FAPD benefit from early intervention, a stepped-care model of delivery at primary care level via a collaborative pathway could potentially be a way to divert more resources to those who need it most. The model explores a collaboration whereby an initial diagnosis of FAPD will be made by a general practitioner at a participating HC, following which digital interventions with two levels, managed by CPC, will be provided. The aim of the study is to explore the effectiveness of the two levels in the stepped-care model, where level 1 involves digitally provided psychoeducation and enhanced information about FAPD, and level 2 is a digitally delivered cognitive behavior therapy (CBT) based psychological intervention for FAPD. The CBT intervention is a fully digital version of the Aim to Decrease Anxiety and Pain Treatment (ADAPT), which has been developed into a Swedish language version through a project funded by the innovation fund in Region Vastragotaland (VGR).",24.33333333333333
NCT06471725,"The study recruited male sports hernias patients referred for physical therapy by an orthopedist or general practitioner from Damietta General Hospital. Participants had to be between 18 and 45 years old, have had sports hernias for two to ten weeks, and be willing and able to attend and stick to the Pilates exercise program for the entire trial. Exclusion criteria were applied to patients with preexisting injuries or conditions that could affect Pilates exercise participation and those with contraindications or exacerbating conditions from such exercises. Further criteria were currently participating in other intensive exercise or rehabilitation programs and inability to give informed consent due to cognitive or communicative issues",3.1
NCT06481176,"The goal of this clinical trial is to learn how exercise changes molecules in the blood in people with restless legs syndrome (RLS) to better understand the cause(s) of RLS. The main questions the investigators aim to answer are:

How does long-term exercise change proteins in the blood?

How does a single exercise session change proteins in the blood?

The investigators will compare long-term exercise to no exercise to see if the changes in proteins are specific to exercise.

Participants will complete an exercise test and provide blood samples before and after the exercise test. Participants will be randomized (like the flip of a coin) in to either the exercise or no-exercise group for 12 weeks and then complete the exercise test and blood samples again at the end.",23.3
NCT06474507,"The most common cause of death for Chinese patients is ischemic cerebrovascular diseases(ICVD), particularly cerebral infarction. It places a heavy burden on people, families, and society as a whole and poses considerable risks of death and disability. The disease known as CSVD has a subtle beginning, is difficult to identify, and is frequently detected only after it progresses to the point of vascular cognitive dysfunction. The primary ischemia necrosis of brain nerve cells and the activation of inflammatory cells are their pathologic processes.

According to historical Chinese medical documents, bezoar possesses properties that can help prevent seizures, treat strokes, enhance cognitive function and mental well-being, and stimulate alertness. Calculus Bovis Sativus (CBS) is the most authentic formulation of bezoar ingredients compared to other bezoar products. It has received approval from the China Food and Drug Administration for the essential treatment of comatose patients. CBS consists of three primary constituents: bilirubin, bile acids, and taurine. Scientific evidence has demonstrated that all of these components possess anti-inflammatory, antioxidant, and neuroprotective properties.

The investigators' objective is to carry out an investigator-initiated clinical study to assess the efficacy of orally administered CBS in treating ischemic cerebrovascular diseases in humans.",60.86666666666667
NCT06476886,"The objective of this study is to refine and test Intensive Crisis Intervention (ICI), a brief, evidence-based treatment that incorporates Family Therapy/Parent Training, Cognitive Behavioral Therapy and Motivational Interviewing to target family functioning in reducing adolescent suicidal behavior. The project's main goal is to examine feasibility, acceptability, research implementation procedures, and preliminary effectiveness of ICI using a mixed-methods approach. The investigators will utilize the extensive catchment area of Nationwide Children's Hospital Behavioral Health (NCH-BH) to complete this work. NCH-BH has a Youth Crisis Stabilization Unit (YCSU) in which ICI can be implemented and compared with outcomes from a traditional adolescent psychiatric inpatient unit (Adolescent Psychiatric Inpatient Unit \[APIU\]).

In Year 1, the investigators will further develop and refine an intervention implementation guide, including a formalized treatment manual, training and supervision protocols, and data collection processes. They will then pilot test implementation of ICI with 20 adolescents divided across the study age range of 12-17 years, 20 parents, and 10 providers. After refinement of ICI based on findings from the pilot, the investigators will recruit, assess and randomly assign 60 youth with suicidal ideation and/or behavior who are eligible for admission to both the YCSU and APIU to the YCSU (n=30) or APIU (n=30).

The central hypothesis is that ICI will be acceptable to families and show greater improvements in the investigators' proposed mechanism of change, family functioning, compared with results of traditional inpatient treatment, assessing outcomes at discharge, 30-day, and 3-month follow-up. The investigators have the following three specific aims:

Specific Aim 1: To develop, refine and pilot test ICI, including the ICI treatment manual, training, and supervision protocols, for youth with suicidal ideation and/or behavior, and to evaluate whether the proposed research implementation procedures are feasible and acceptable to adolescents, parents, and providers.

Specific Aim 2: To conduct a small randomized controlled trial to examine preliminary acceptability and effectiveness of the ICI intervention on the basis of primary outcomes (consumer satisfaction, family functioning) and secondary outcomes (suicidal ideation, suicide attempts, emergency department (ED)/inpatient admission, hopelessness, and therapeutic alliance).

Hypothesis 2a: ICI will result in higher consumer satisfaction compared to traditional inpatient treatment.

Hypothesis 2b: ICI will result in greater improvements in family functioning at discharge, 30-days, and 3-month follow-up compared to improvements made after traditional inpatient treatment.

Hypothesis 2c: ICI will result in lower rates of suicidal ideation, attempts, ED/inpatient admissions, lower hopelessness scores, and higher ratings of therapeutic alliance compared to traditional inpatient treatment.

Specific Aim 3: To identify barriers to and facilitators of implementation and sustainability of ICI using qualitative interviews and surveys with families, and clinical and organizational stakeholders.",26.266666666666666
NCT06474442,"This is a phase â…¡a, single-blind, single-dose, randomized, positively controlled clinical trial of BD111 in patients with herpes simplex virus type I stromal keratitis (HSK) aged 18 to 70 years. Forty eligible participants will be recruited in the trial. BD111 is investigational new biologics (Injection)--a type of lentiviral-like particle that can simultaneously deliver SpCas9 and gRNA targeting the HSV-1 virus gene, also known as HSV-1-erasing lentiviral particles (HELP). The total follow-up duration was 12 months, the safe endpoints and efficacy endpoints will be used to assess the efficacy, safety and tolerability profiles in patients with HSK.",15.2
NCT06482541,"After being informed about the study and potential risks, all participants who give written consent and meet the later discussed inclusion criteria and don't fall under the exclusion criteria will be enrolled in the study.

We will conduct a double-blind placebo-controlled study to test whether Wharton's Jelly Mesenchymal Stem Cell-derived Exosome (WJMSC-exosome) application with microneedling is an effective treatment for Androgenetic Alopecia. Participants will be broken down into a 5 billion exosome group vs. saline group and a 50 billion exosome vs. saline group.

Treatment will be applied to the following treatment area: two rectangles on the scalp vertex each measuring 4cm on the sagittal plane by 2cm on the coronal plane. One rectangle will be 2.0 mm left of the midline of the scalp and another will be 2.0 mm right of the midline of the scalp. Each treatment area will be divided into an anterior and posterior half with 1 permanent microdot tattoo in the middle (4 tattoos in total). The microdot tattoo (composed of Iron Oxide, Glycerol, Alcohol, and distilled Water and Red - D\&C Red #30, Glycerol, Alcohol and distilled water) will allow HairMatrixÂ® by Canfeild, an AI-driven hair consultation device, to accurately and reproducibly access changes in hair growth in the treatment areas.

Participants in the 5 billion exosome group will receive topical applications of 5 billion WJMSC-exosomes on one side of the treatment area and an equal volume of placebo (an identically-looking saline solution) application on the opposite side of the treatment area.

The 50 billion exosome group will receive topical applications of 50 billion WJMSC-exosomes on one side of the treatment area and an equal volume of placebo application on the opposite side of the treatment area.

Immediately after topical application, all participants will receive microneedling at a depth of .5 mm on the entire treatment area.

Treatment will be administered in 4 sessions, monthly for the first three months and for a 4th time 4 months after the third session.

The study will go on for 12 months from the date of the first treatment. Participant's changes in hair growth (hair count, hair thickness, and hair color) and adverse events will be evaluated and recorded.",12.166666666666666
NCT06476613,"The investigators will perform a single center, open-label, randomized controlled trial in patients admitted to the HCICU after cardiac surgery at MGH. Patients who are hypotensive (MAP \< 65mmHg) and/or require vasopressor support to maintain a MAP â‰¥ 65mmHg during the first 24 hours of ICU admission will be eligible for randomization. Patients will be randomized in 1:1 fashion to either a) Permissive Hypotension (MAP target \>60mmHg) or b) Usual Care. The duration of the intervention will extend until the patient no longer needs vasopressors to maintain prespecified MAP. Outcomes of interest include continuous hemodynamics (both recorded values from EHR as well as the arterial line waveform data), vasopressor exposure (as measured by maximum Vasopressor-Inotrope Score, mean Vasopressor-Inotrope Score, and duration of vasopressor use), lactate clearance, rates of atrial fibrillation, need for renal replacement therapy, ICU length of stay, survival to hospital discharge, cognitive state at discharge using Montreal Cognitive Assessment score. Additionally, the investigators will perform exploratory analyses using the continuous arterial line waveform data to evaluate for potential differences in arterial waveform morphologies between groups to help discern the hemodynamic impacts of permissive hypotension and to potentially identify subphenotypes who may derive greater benefit.",22.666666666666668
NCT06481228,"The CAR-T cells were murine-derived second-generation CD19 CAR-T with a co-stimulation domain of 4-1BB, and the infusion dose was 1Ã—10\^6/kg CAR+ cells in a single infusion.",24.33333333333333
NCT06477393,"This interventional clinical trial is designed to evaluate the efficacy of incorporating natural healing factors into the standard rehabilitation regimen for patients suffering from degenerative small joint disease. The study will involve a well-defined cohort of participants diagnosed with this condition, randomly assigned to either the experimental group, which will receive the combination of mineral water and mud procedures with a regular rehabilitation program, or the control group, which will receive the standard regular rehabilitation.

The primary objective is to determine patients' functional status and quality of life changes, measured through validated health questionnaires and functional tests specific to small joints. Secondary objectives include analysing the socio-economic impact, reducing temporary incapacity for work and disability rates and improving patient participation in daily activities and employment.

The data collection process will be rigorous, involving a comprehensive mix of qualitative and quantitative methods. Participants will be required to complete health surveys and functional status tests and provide socioeconomic data at multiple points throughout the study. The rehabilitation program will include physiotherapy, occupational therapy, and the application of natural healing factors such as balneotherapy and peloid therapy.",58.833333333333336
NCT06477055,"This is aprospective, multicenter, phase II study to evaluate the recurrence gene profiles of adjuvant osimertinib therapy in resected EGFR-mutated NSCLC. Approximately 60 NSCLC patients with EGFR-sensitive mutations (19del, L858R) who received adjuvant osimertinib after complete resection were enrolled. The primary endpoint was to assess the recurrence gene profiles of adjuvant Osimertinib therapy. The secondary endpoint was to explore of subgroups recurrence gene profiles of different recurrence types (local /distant) after adjuvant Osimertinib therapy and to describe the diverse treatment patterns in real clinical practice after the disease progressed.",29.4
NCT06473779,"This is a multicentre, randomised, open-label, parallel-group, phase IIIb study to assess the potential for tezepelumab-treated patients to (1) reduce maintenance therapy without the loss of asthma control at Week 56, among those who demonstrated asthma control or low biomarkers at Week 24, and (2) be in asthma control and have characteristics of clinical remission at Week 24.

Approximately 65 sites in 10 countries will enrol adult and adolescent patients with severe uncontrolled asthma.

The study is divided into 5 phases as described below:

* Screening/Run-in Phase (from Week -4 until Week 0, up to 4 Weeks)
* Treatment Induction Phase (Week 0 to Week 4)
* Treatment Continuation Phase (Week 4 to Week 24)
* Tezepelumab Treatment With or Without ICS Step-down Therapy Phase (Week 24 to Week 56)
* Maintenance Phase (Week 56 to Week 72)",33.43333333333333
NCT06472492,"Depression is a common mental health condition affecting many people around the world. It affects the person's mood, thinking (cognition), behavior and also physical health causing difficulty in performing duties in efficient way. Most of these problems can be treated by medicines and/or talk therapies. But the research shows that even after the recovery from most of these problems, most individuals continue to have difficulties in capacity to think properly, they are specifically called as dysfunction in executive functions of our mind. The executive functions are a set of skills which make us possible to play with ideas, taking time to think before acting, meeting novel, unanticipated challenges, resisting temptations, staying focused., etc.

To overcome these problems currently there is no standard solution. However, the previous studies have shown that specific Yoga practices help in overcoming these challenges in general population. Hence it is planned of testing whether regular practice of a specific Yoga along with ongoing treatment for depression would benefit persons in enhancing their thinking capabilities.

Screening procedure:

The screening will be a verbal process where the patient will be verbally asked about the symptoms to check eligibility criteria of this study. If the patient is not eligible after completing this questionnaire, then the participation in this study will end.

(PS: Screening procedures for the study eligibility may involve the review and collection of information from patient's medical record.) This will be followed by obtaining written informed consent from the patient if the person considers participating in the study.

The eligible and consenting participants will be screened for severity of depression using a questionnaire.

After successful entry into the study, the patient will be asked about the demographic details including medical, treatment history.

Later, base line assessments to assess the cognitive functions will be done by the SRF. They are pen and paper tests. Total 3 types of tests will be done which may take around 25 to 30 minutes..

* Each person will be randomly assigned (like flip of a coin) to either yoga group or treatment as usual group.
* . If the participant is in the yoga group, he/she will be asked to attend Specific Yoga Practices of duration around 1 Hour every day under a trained therapist for about 6 days in a week for 6 weeks. The cognitive assessments are repeated at the end of 6 weeks and also after a gap of 4 weeks of no yoga practice.
* The treatment as usual group will undergo regular treatment as usual..
* The assessments will be repeated after 6 weeks of yoga and after 4 weeks of discontinuation for both participants of yoga group and treatment as usual group.

Total duration - 10 weeks (including 6 weeks of active participation) After the final assessment the TAU participant will be given an option for joining yoga sessions provided in the yoga center at NIMHANS. But this will not be the part of this study Assessment sessions - 3 and Time interval for assessment - Baseline - 6 weeks - 4 weeks",19.766666666666666
NCT06474403,"Introduction:

Parastomal herniation presents as a common complication following stomal surgeries, creating significant morbidity and adversely impacting the quality of life for patients. Traditional open surgical techniques, including Sugabecker's operation, offer variable success rates and potential complications. This study proposes an adaptation utilizing a laparoscopic total extraperitoneal (TEP) approach, tailored to enhance the original Sugabecker method while aiming to reduce the perioperative morbidity and recurrence rates associated with parastomal hernia repairs.

Objective:

The primary objective of this research is to investigate the laparoscopic TEP parastomal hernia repair as a modification of the Sugabecker's operation and to assess its outcomes in terms of feasibility, safety, and hernia recurrence rate.

Brief Protocol Description:

Eligible candidates who have developed parastomal hernias following stoma creation and consented to the study will undergo laparoscopic TEP repair. The procedure involves an initial unilateral transrectal incision followed by the creation of an preperitoneal or retro-rectus space where a mesh is positioned to reinforce the abdominal wall and the stoma. Also it will has was formed oblique hernia canal. The operative and postoperative outcomes of these patients will be studied in comparison with control group treated with the traditional Sugabecker's operation.

Scientific Hypothesis:

The hypothesis underpinning this research is that a laparoscopic TEP approach to parastomal hernia repair, modifying Sugabecker's procedure, can provide more favorable outcomes, for example: less intraoperative trauma, fewer bowel injuries due to adhesiolysis, and fewer intestinal perforations. Specifically, it is expected that this minimally invasive method will result in a significant reduction in postoperative pain, shorter hospital stays, faster recovery, decreased morbidity, and lower hernia recurrence rates in comparison with the traditional Sugabecker's or Paul's operations.

Expected Results:

This study anticipates that the laparoscopic TEP repair will demonstrate:

1. A safe and reproducible procedure adaptable to different hernia sizes and locations around stomas.
2. Reduced immediate intra - and postoperative complications, including infections and hematoma formation.
3. Quicker patient mobilization and discharge times when compared with the open approach.
4. A statistically significant reduction in parastomal hernia recurrence over a long-term follow-up when matched against controls who have undergone traditional Sugabecker's repair.
5. High patient satisfaction scores and improved quality of life indicators due to the minimally invasive nature of the repair.

In conclusion, through a detailed analysis of perioperative outcomes, long-term follow-up, and comparative studies with traditional methods, this research aims to establish the laparoscopic TEP approach as a superior modification to parastomal hernia repair, upholding the tenets of enhanced recovery and patient-centered care.",35.5
NCT06475300,"This phase II study is a clinical study to explore the efficacy and safety of BL-B01D1 combined with PD-1 Monoclonal Antibody in patients with locally advanced or metastatic non-small cell lung cancer, nasopharyngeal carcinoma and other solid tumors.",24.33333333333333
NCT06474585,"Study Population The study population will consist of patients treated from June 2024 onwards at the Pathology and Orthopedics Service of the University Clinic of Podiatry at Complutense University of Madrid. All participants will be informed beforehand about the characteristics, objectives, and methodology of the present study and must consent by signing the informed consent form, which complies with the regulatory legislation under the Organic Law on Data Protection and guarantee of digital rights 3/2018, of December 5, and Law 41/2002, of November 14, which regulates the patient's autonomy and rights and obligations in terms of information and clinical documentation. (Organic Law 3/2018) recognizes a series of rights for citizens, such as the right of access, rectification, cancellation, and opposition to their personal data, the right to limit the treatment of incorrect data, request a copy, or transfer the data provided for the study to a third party (portability), to the extent that they are applicable.

Sample Size A sample size is estimated for the comparison of two independent proportions at a 5% significance level, an 80% statistical power, and a two-tailed test. Since no published study has evaluated exactly the angulation in both sitting and standing positions under the same conditions, reference values are not precisely known. However, it is estimated that the main outcome variable, peak acceleration, will behave similarly. There is a threshold for this variable at 8 g, such that a peak above this is a risk factor for developing lower limb pathology. In our study, it is expected that only 5% of patients in group A will have a peak above 8 g, while 30% of patients in group B will have a peak above 8 g. Considering these factors and anticipating a 15% possible dropout rate, a minimum sample size of 37 patients per group is needed to achieve the main objective, totaling 74 patients.

Analyzed Variables and Data Collection Procedures Patient data recording will begin on the first consultation day after conducting the relevant screening and fulfilling the established inclusion and exclusion criteria. All data will be collected in a data collection notebook, with each patient assigned an identification code to safeguard compliance with the Organic Law on Data Protection and guarantee of digital rights 3/2018, of December 5, and Law 41/2002, of November 14, which regulates the patient's autonomy and rights and obligations in terms of information and clinical documentation.

Dependent Variables

Outcome Variables:

Primary Variable: Maximum tibial acceleration (g). Continuous quantitative variable (m/sÂ²).

Secondary Variables:

Maximum head acceleration (g). Continuous quantitative variable (m/sÂ²). Magnitude of head acceleration (g). Continuous quantitative variable (m/sÂ²). Head acceleration ratio (38-70) (g/s). Continuous quantitative variable (m/sÂ²). Magnitude of tibial acceleration (g). Continuous quantitative variable (m/sÂ²). Tibial acceleration ratio (30-70) (g/s). Continuous quantitative variable (m/sÂ²).

Impact attenuation (%). Continuous quantitative variable (m/sÂ²). Step length (cm). Continuous quantitative variable (cm). Stride frequency (Hz). Continuous quantitative variable (Hz). Independent Variables Treatment Variables Demographic Variables - Covariates Clinical Variables Variables related to the wear of the orthotic treatment Study Planning Patient Recruitment Start: June 2024 Estimated End of Patient Recruitment: December 2024 Treatments Treatment A: A plantar orthosis made of 4.5 mm polypropylene with BIO at the necessary degrees according to the patient's biomechanical characteristics, MLA that replicates the geometry and slope of the MLA in the sitting position (unloaded). Duration of treatment: 12 weeks.

Treatment B: A plantar orthosis made of 4.5 mm polypropylene with BIO, and the MLA taken from the patient replicates the geometry and slope of the MLA in the standing position (loaded). Duration: 12 weeks.

Patient Visit Planning VISIT 1: Inclusion in the study. VISIT 2: Treatment delivery. Acceleration data will be recorded using an Xsens DOR accelerometry system (Xsens, Enschede, Netherlands: total mass: 10.9 g; dimensions 36x30x11 mm, range Â± 16 g), consisting of 3 triaxial accelerometers. Two accelerometers will be placed on the anteromedial surface of the distal end of both tibias, 3 cm superior to the medial malleolus where the first uniform/flat surface is present, with the vertical axis of the accelerometer parallel to the tibial vertical axis; the third accelerometer will be placed on the forehead with the tibial vertical axis; and the third accelerometer will be placed on the forehead with the accelerometer's vertical axis perpendicular to the ground. All accelerometers will be placed by a single researcher (ASR). Patients will wear sports clothing, shorts, and neutral Reebok Classics sneakers. Before starting the test, the patient will walk freely around the room for 5 minutes to get used to the shoes and/or orthosis. Then, the patient will be instructed to walk at a ""comfortable and safe"" speed along a straight 12 m corridor, performing a total of 10 series. Accelerometry data will be recorded during the central 8 meters, with 2 meters at the start and 2 meters at the end designated as acceleration and deceleration zones, respectively, to avoid their effects. The speed of each series will be recorded using a photo-cell system (Chronojump Boscosystem), but it will not be controlled to avoid altering the natural gait pattern. The average speed of all series for each participant will be calculated, and those not within Â±5% of each participant's average speed will be discarded to minimize the effect of gait speed on acceleration impacts.

After this second visit, orthoses A and B will be distributed randomly, dividing the sample into two equal halves, so that patients will use the assigned orthosis daily for 12 weeks.

VISIT 3: 12 weeks after starting the treatment.",4.466666666666667
NCT06482255,"Introduction Background: The shoulder is one of the most mobile yet unstable joints in the human body, making it prone to injuries like tendinopathies, which are among the most disabling injuries in the upper limb. Rotator cuff injuries are particularly prevalent.

Rotator Cuff: Comprises the supraspinatus, infraspinatus, subscapularis, and teres minor muscles, which provide stability, strength, and movement to the shoulder joint.

Treatment Options: There are conventional (non-surgical) and surgical treatments for rotator cuff injuries. Conventional treatments are often preferred due to fewer complications and lower costs.

Study Objective The study aims to assess the effectiveness of VR in comparison with traditional manual therapy and therapeutic exercise for treating rotator cuff injuries. The goal is to see if integrating VR can enhance patient outcomes.

Methodology Participants: 108 individuals will be recruited and divided into two groups. Group 1: Will receive a combination of VR, manual therapy, and therapeutic exercise.

Group 2: Will receive only manual therapy and therapeutic exercise. Duration: The treatment will last for 10 weeks.

Measurements: The study will measure various outcomes, including:

Quality of Life: Assessed using the SF-36 questionnaire. Perceived Pain and Shoulder Disability: Measured with the SPADI questionnaire. Strength: Evaluated using dynamometry. Pain Intensity: Assessed with the Numerical Rating Scale (NRS). Active Shoulder Mobility: Measured using an inclinometer. Assessment Points: Measurements will be taken before treatment, at the midpoint (5 weeks), and at the end of the treatment (10 weeks).

Data Collection and Analysis Data on pain, disability, strength, and range of motion will be collected at three intervals: pre-treatment, 5 weeks, and 10 weeks.

Quality of life will be assessed at the beginning and end of the treatment. Statistical Analysis: Using SPSS version 29.0, descriptive and inferential statistics will be conducted to analyze the data. An ANOVA will be used to study the treatment effects, considering group and time as factors.

Limitations Population Characteristics: The specific demographic characteristics of the study population might limit the generalizability of the results.

Lack of 3D Kinetic Evaluation: The absence of a three-dimensional kinetic evaluation protocol for scapular dyskinesia is noted as a limitation.

Cost of VR Technology: The expense associated with VR technology is highlighted as a limitation since it is still a growing and costly field.

Conclusion The study seeks to provide evidence on whether VR can be an effective tool alongside traditional therapies for rotator cuff injuries, potentially offering new avenues for rehabilitation practices.

.",0.0
